Team,MatchId,RoundId,RoundWinner,Map,RoundKills,Mapa,Victorias_Terroristas,Victorias_ContraTerroristas,RoundKillsT,RoundKillsCT,AllKillsRounds,RoundKillsT_scaled,RoundKillsCT_scaled,AllKillsRounds_scaled,Equipo,Total_Kills,Media,Mediana,Moda
Terrorist,4,1,False,de_inferno,0,de_inferno,1724,1162,71,86,157,68.0459770114943,71.4285714285714,69.7520661157025,Counter Terrorist,6580,81.2345679012346,80,74
Terrorist,4,1,False,de_inferno,0,de_nuke,767,450,73,98,171,68.5057471264368,74.0659340659341,72.0661157024793,Terrorist,6271,77.4197530864198,78,60
Terrorist,4,1,False,de_inferno,0,de_mirage,1148,753,80,91,171,70.1149425287356,72.5274725274725,72.0661157024793,,,,,
Terrorist,4,1,False,de_inferno,0,de_dust2,927,985,67,103,170,67.1264367816092,75.1648351648352,71.900826446281,,,,,
Terrorist,4,1,False,de_inferno,0,,,,80,91,171,70.1149425287356,72.5274725274725,72.0661157024793,,,,,
CounterTerrorist,4,1,True,de_inferno,0,,,,60,98,158,65.5172413793104,74.0659340659341,69.9173553719008,,,,,
CounterTerrorist,4,1,True,de_inferno,0,,,,63,75,138,66.2068965517241,69.010989010989,66.6115702479339,,,,,
CounterTerrorist,4,1,True,de_inferno,0,,,,66,69,135,66.8965517241379,67.6923076923077,66.1157024793388,,,,,
CounterTerrorist,4,1,True,de_inferno,3,,,,37,77,114,60.2298850574713,69.4505494505495,62.6446280991736,,,,,
CounterTerrorist,4,1,True,de_inferno,2,,,,69,74,143,67.5862068965517,68.7912087912088,67.4380165289256,,,,,
Terrorist,4,2,True,de_inferno,0,,,,57,87,144,64.8275862068966,71.6483516483517,67.603305785124,,,,,
Terrorist,4,2,True,de_inferno,0,,,,73,117,190,68.5057471264368,78.2417582417583,75.2066115702479,,,,,
Terrorist,4,2,True,de_inferno,0,,,,93,104,197,73.1034482758621,75.3846153846154,76.3636363636364,,,,,
Terrorist,4,2,True,de_inferno,0,,,,77,38,115,69.4252873563218,60.8791208791209,62.8099173553719,,,,,
CounterTerrorist,4,2,False,de_inferno,3,,,,56,69,125,64.5977011494253,67.6923076923077,64.4628099173554,,,,,
CounterTerrorist,4,2,False,de_inferno,0,,,,98,106,204,74.2528735632184,75.8241758241758,77.5206611570248,,,,,
CounterTerrorist,4,2,False,de_inferno,1,,,,95,114,209,73.5632183908046,77.5824175824176,78.3471074380165,,,,,
CounterTerrorist,4,2,False,de_inferno,1,,,,86,79,165,71.4942528735632,69.8901098901099,71.0743801652893,,,,,
CounterTerrorist,4,2,False,de_inferno,0,,,,106,74,180,76.0919540229885,68.7912087912088,73.5537190082645,,,,,
Terrorist,4,3,True,de_inferno,0,,,,61,74,135,65.7471264367816,68.7912087912088,66.1157024793388,,,,,
Terrorist,4,3,True,de_inferno,0,,,,60,80,140,65.5172413793104,70.1098901098901,66.9421487603306,,,,,
Terrorist,4,3,True,de_inferno,0,,,,70,91,161,67.816091954023,72.5274725274725,70.4132231404959,,,,,
Terrorist,4,3,True,de_inferno,0,,,,86,76,162,71.4942528735632,69.2307692307692,70.5785123966942,,,,,
Terrorist,4,3,True,de_inferno,0,,,,78,74,152,69.6551724137931,68.7912087912088,68.9256198347107,,,,,
CounterTerrorist,4,3,False,de_inferno,1,,,,123,69,192,80,67.6923076923077,75.5371900826446,,,,,
CounterTerrorist,4,3,False,de_inferno,3,,,,123,68,191,80,67.4725274725275,75.3719008264463,,,,,
CounterTerrorist,4,3,False,de_inferno,0,,,,68,87,155,67.3563218390805,71.6483516483517,69.4214876033058,,,,,
CounterTerrorist,4,3,False4,de_inferno,0,,,,68,76,144,67.3563218390805,69.2307692307692,67.603305785124,,,,,
Terrorist,4,4,True,de_inferno,0,,,,93,76,169,73.1034482758621,69.2307692307692,71.7355371900827,,,,,
Terrorist,4,4,True,de_inferno,0,,,,100,99,199,74.7126436781609,74.2857142857143,76.6942148760331,,,,,
Terrorist,4,4,True,de_inferno,0,,,,93,41,134,73.1034482758621,61.5384615384615,65.9504132231405,,,,,
Terrorist,4,4,True,de_inferno,0,,,,107,86,193,76.3218390804598,71.4285714285714,75.702479338843,,,,,
Terrorist,4,4,True,de_inferno,2,,,,85,98,183,71.264367816092,74.0659340659341,74.0495867768595,,,,,
CounterTerrorist,4,4,False,de_inferno,0,,,,95,81,176,73.5632183908046,70.3296703296703,72.8925619834711,,,,,
CounterTerrorist,4,4,False,de_inferno,0,,,,100,84,184,74.7126436781609,70.989010989011,74.2148760330579,,,,,
CounterTerrorist,4,4,False,de_inferno,0,,,,93,64,157,73.1034482758621,66.5934065934066,69.7520661157025,,,,,
CounterTerrorist,4,4,False,de_inferno,4,,,,80,82,162,70.1149425287356,70.5494505494505,70.5785123966942,,,,,
CounterTerrorist,4,4,False,de_inferno,1,,,,54,68,122,64.1379310344828,67.4725274725275,63.9669421487603,,,,,
Terrorist,4,5,True,de_inferno,0,,,,64,68,132,66.4367816091954,67.4725274725275,65.6198347107438,,,,,
Terrorist,4,5,True,de_inferno,0,,,,54,75,129,64.1379310344828,69.010989010989,65.1239669421488,,,,,
Terrorist,4,5,True,de_inferno,0,,,,92,76,168,72.8735632183908,69.2307692307692,71.5702479338843,,,,,
Terrorist,4,5,True,de_inferno,0,,,,76,103,179,69.1954022988506,75.1648351648352,73.3884297520661,,,,,
Terrorist,4,5,True,de_inferno,0,,,,57,73,130,64.8275862068966,68.5714285714286,65.2892561983471,,,,,
CounterTerrorist,4,5,False,de_inferno,3,,,,50,74,124,63.2183908045977,68.7912087912088,64.297520661157,,,,,
CounterTerrorist,4,5,False,de_inferno,1,,,,84,72,156,71.0344827586207,68.3516483516484,69.5867768595041,,,,,
CounterTerrorist,4,5,False,de_inferno,1,,,,105,78,183,75.8620689655172,69.6703296703297,74.0495867768595,,,,,
CounterTerrorist,4,5,False,de_inferno,0,,,,84,90,174,71.0344827586207,72.3076923076923,72.5619834710744,,,,,
CounterTerrorist,4,5,False,de_inferno,0,,,,119,79,198,79.0804597701149,69.8901098901099,76.5289256198347,,,,,
Terrorist,4,6,True,de_inferno,1,,,,68,94,162,67.3563218390805,73.1868131868132,70.5785123966942,,,,,
Terrorist,4,6,True,de_inferno,1,,,,91,103,194,72.6436781609195,75.1648351648352,75.8677685950413,,,,,
Terrorist,4,6,True,de_inferno,2,,,,72,91,163,68.2758620689655,72.5274725274725,70.7438016528926,,,,,
Terrorist,4,6,True,de_inferno,0,,,,95,82,177,73.5632183908046,70.5494505494505,73.0578512396694,,,,,
Terrorist,4,6,True,de_inferno,0,,,,56,70,126,64.5977011494253,67.9120879120879,64.6280991735537,,,,,
CounterTerrorist,4,6,False,de_inferno,0,,,,84,87,171,71.0344827586207,71.6483516483517,72.0661157024793,,,,,
CounterTerrorist,4,6,False,de_inferno,0,,,,66,71,137,66.8965517241379,68.1318681318681,66.4462809917355,,,,,
CounterTerrorist,4,6,False,de_inferno,1,,,,90,52,142,72.4137931034483,63.956043956044,67.2727272727273,,,,,
CounterTerrorist,4,6,False,de_inferno,2,,,,78,72,150,69.6551724137931,68.3516483516484,68.5950413223141,,,,,
CounterTerrorist,4,6,False,de_inferno,0,,,,60,89,149,65.5172413793104,72.0879120879121,68.4297520661157,,,,,
Terrorist,4,7,True,de_inferno,0,,,,83,83,166,70.8045977011494,70.7692307692308,71.2396694214876,,,,,
Terrorist,4,7,True,de_inferno,0,,,,78,51,129,69.6551724137931,63.7362637362637,65.1239669421488,,,,,
Terrorist,4,7,True,de_inferno,1,,,,82,62,144,70.5747126436782,66.1538461538462,67.603305785124,,,,,
Terrorist,4,7,True,de_inferno,0,,,,95,87,182,73.5632183908046,71.6483516483517,73.8842975206612,,,,,
Terrorist,4,7,True,de_inferno,1,,,,59,79,138,65.2873563218391,69.8901098901099,66.6115702479339,,,,,
CounterTerrorist,4,7,False,de_inferno,2,,,,57,90,147,64.8275862068966,72.3076923076923,68.099173553719,,,,,
CounterTerrorist,4,7,False,de_inferno,2,,,,72,51,123,68.2758620689655,63.7362637362637,64.1322314049587,,,,,
CounterTerrorist,4,7,False,de_inferno,0,,,,54,91,145,64.1379310344828,72.5274725274725,67.7685950413223,,,,,
CounterTerrorist,4,7,False,de_inferno,1,,,,94,125,219,73.3333333333333,80,80,,,,,
CounterTerrorist,4,7,False,de_inferno,0,,,,63,95,158,66.2068965517241,73.4065934065934,69.9173553719008,,,,,
Terrorist,4,8,True,de_inferno,0,,,,60,82,142,65.5172413793104,70.5494505494505,67.2727272727273,,,,,
Terrorist,4,8,True,de_inferno,0,,,,94,97,191,73.3333333333333,73.8461538461538,75.3719008264463,,,,,
Terrorist,4,8,True,de_inferno,0,,,,41,77,118,61.1494252873563,69.4505494505495,63.3057851239669,,,,,
Terrorist,4,8,True,de_inferno,1,,,,97,94,191,74.0229885057471,73.1868131868132,75.3719008264463,,,,,
Terrorist,4,8,True,de_inferno,0,,,,109,84,193,76.7816091954023,70.989010989011,75.702479338843,,,,,
CounterTerrorist,4,8,False,de_inferno,1,,,,51,84,135,63.448275862069,70.989010989011,66.1157024793388,,,,,
CounterTerrorist,4,8,False,de_inferno,1,,,,70,105,175,67.816091954023,75.6043956043956,72.7272727272727,,,,,
CounterTerrorist,4,8,False,de_inferno,1,,,,78,45,123,69.6551724137931,62.4175824175824,64.1322314049587,,,,,
CounterTerrorist,4,8,False,de_inferno,1,,,,86,78,164,71.4942528735632,69.6703296703297,70.9090909090909,,,,,
CounterTerrorist,4,8,False,de_inferno,1,,,,77,112,189,69.4252873563218,77.1428571428571,75.0413223140496,,,,,
Terrorist,4,9,True,de_inferno,0,,,,64,34,98,66.4367816091954,60,60,,,,,
Terrorist,4,9,True,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,9,True,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,9,True,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,9,True,de_inferno,0,,,,,,,,,,,,,,
CounterTerrorist,4,9,False,de_inferno,2,,,,,,,,,,,,,,
CounterTerrorist,4,9,False,de_inferno,3,,,,,,,,,,,,,,
CounterTerrorist,4,9,False,de_inferno,0,,,,,,,,,,,,,,
CounterTerrorist,4,9,False,de_inferno,0,,,,,,,,,,,,,,
CounterTerrorist,4,9,False,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,10,True,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,10,True,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,10,True,de_inferno,1,,,,,,,,,,,,,,
Terrorist,4,10,True,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,10,True,de_inferno,0,,,,,,,,,,,,,,
CounterTerrorist,4,10,False,de_inferno,1,,,,,,,,,,,,,,
CounterTerrorist,4,10,False,de_inferno,1,,,,,,,,,,,,,,
CounterTerrorist,4,10,False,de_inferno,1,,,,,,,,,,,,,,
CounterTerrorist,4,10,False,de_inferno,1,,,,,,,,,,,,,,
CounterTerrorist,4,10,False,de_inferno,1,,,,,,,,,,,,,,
Terrorist,4,11,False,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,11,False,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,11,False,de_inferno,1,,,,,,,,,,,,,,
Terrorist,4,11,False,de_inferno,1,,,,,,,,,,,,,,
Terrorist,4,11,False,de_inferno,2,,,,,,,,,,,,,,
CounterTerrorist,4,11,True,de_inferno,0,,,,,,,,,,,,,,
CounterTerrorist,4,11,True,de_inferno,1,,,,,,,,,,,,,,
CounterTerrorist,4,11,True,de_inferno,0,,,,,,,,,,,,,,
CounterTerrorist,4,11,True,de_inferno,0,,,,,,,,,,,,,,
CounterTerrorist,4,11,True,de_inferno,1,,,,,,,,,,,,,,
Terrorist,4,12,True,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,12,True,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,12,True,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,12,True,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,12,True,de_inferno,2,,,,,,,,,,,,,,
CounterTerrorist,4,12,False,de_inferno,0,,,,,,,,,,,,,,
CounterTerrorist,4,12,False,de_inferno,2,,,,,,,,,,,,,,
CounterTerrorist,4,12,False,de_inferno,0,,,,,,,,,,,,,,
CounterTerrorist,4,12,False,de_inferno,2,,,,,,,,,,,,,,
CounterTerrorist,4,12,False,de_inferno,1,,,,,,,,,,,,,,
Terrorist,4,13,True,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,13,True,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,13,True,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,13,True,de_inferno,1,,,,,,,,,,,,,,
Terrorist,4,13,True,de_inferno,0,,,,,,,,,,,,,,
CounterTerrorist,4,13,False,de_inferno,1,,,,,,,,,,,,,,
CounterTerrorist,4,13,False,de_inferno,1,,,,,,,,,,,,,,
CounterTerrorist,4,13,False,de_inferno,2,,,,,,,,,,,,,,
CounterTerrorist,4,13,False,de_inferno,1,,,,,,,,,,,,,,
CounterTerrorist,4,13,False,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,14,False,de_inferno,3,,,,,,,,,,,,,,
Terrorist,4,14,False,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,14,False,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,14,False,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,14,False,de_inferno,2,,,,,,,,,,,,,,
CounterTerrorist,4,14,True,de_inferno,1,,,,,,,,,,,,,,
CounterTerrorist,4,14,True,de_inferno,0,,,,,,,,,,,,,,
CounterTerrorist,4,14,True,de_inferno,0,,,,,,,,,,,,,,
CounterTerrorist,4,14,True,de_inferno,0,,,,,,,,,,,,,,
CounterTerrorist,4,14,True,de_inferno,2,,,,,,,,,,,,,,
Terrorist,4,15,True,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,15,True,de_inferno,2,,,,,,,,,,,,,,
Terrorist,4,15,True,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,15,True,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,15,True,de_inferno,0,,,,,,,,,,,,,,
CounterTerrorist,4,15,False,de_inferno,0,,,,,,,,,,,,,,
CounterTerrorist,4,15,False,de_inferno,3,,,,,,,,,,,,,,
CounterTerrorist,4,15,False,de_inferno,0,,,,,,,,,,,,,,
CounterTerrorist,4,15,False,de_inferno,1,,,,,,,,,,,,,,
CounterTerrorist,4,15,False,de_inferno,1,,,,,,,,,,,,,,
CounterTerrorist,4,16,False,de_inferno,1,,,,,,,,,,,,,,
CounterTerrorist,4,16,False,de_inferno,0,,,,,,,,,,,,,,
CounterTerrorist,4,16,False,de_inferno,0,,,,,,,,,,,,,,
CounterTerrorist,4,16,False,de_inferno,1,,,,,,,,,,,,,,
CounterTerrorist,4,16,False,de_inferno,2,,,,,,,,,,,,,,
Terrorist,4,16,True,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,16,True,de_inferno,2,,,,,,,,,,,,,,
Terrorist,4,16,True,de_inferno,2,,,,,,,,,,,,,,
Terrorist,4,16,True,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,16,True,de_inferno,1,,,,,,,,,,,,,,
CounterTerrorist,4,17,True,de_inferno,0,,,,,,,,,,,,,,
CounterTerrorist,4,17,True,de_inferno,1,,,,,,,,,,,,,,
CounterTerrorist,4,17,True,de_inferno,1,,,,,,,,,,,,,,
CounterTerrorist,4,17,True,de_inferno,0,,,,,,,,,,,,,,
CounterTerrorist,4,17,True,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,17,False,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,17,False,de_inferno,3,,,,,,,,,,,,,,
Terrorist,4,17,False,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,17,False,de_inferno,2,,,,,,,,,,,,,,
Terrorist,4,17,False,de_inferno,0,,,,,,,,,,,,,,
CounterTerrorist,4,18,False,de_inferno,2,,,,,,,,,,,,,,
CounterTerrorist,4,18,False,de_inferno,1,,,,,,,,,,,,,,
CounterTerrorist,4,18,False,de_inferno,0,,,,,,,,,,,,,,
CounterTerrorist,4,18,False,de_inferno,0,,,,,,,,,,,,,,
CounterTerrorist,4,18,False,de_inferno,2,,,,,,,,,,,,,,
Terrorist,4,18,True,de_inferno,1,,,,,,,,,,,,,,
Terrorist,4,18,True,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,18,True,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,18,True,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,18,True,de_inferno,3,,,,,,,,,,,,,,
CounterTerrorist,4,19,False,de_inferno,0,,,,,,,,,,,,,,
CounterTerrorist,4,19,False,de_inferno,1,,,,,,,,,,,,,,
CounterTerrorist,4,19,False,de_inferno,0,,,,,,,,,,,,,,
CounterTerrorist,4,19,False,de_inferno,0,,,,,,,,,,,,,,
CounterTerrorist,4,19,False,de_inferno,4,,,,,,,,,,,,,,
Terrorist,4,19,True,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,19,True,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,19,True,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,19,True,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,19,True,de_inferno,2,,,,,,,,,,,,,,
CounterTerrorist,4,20,False,de_inferno,3,,,,,,,,,,,,,,
CounterTerrorist,4,20,False,de_inferno,1,,,,,,,,,,,,,,
CounterTerrorist,4,20,False,de_inferno,1,,,,,,,,,,,,,,
CounterTerrorist,4,20,False,de_inferno,0,,,,,,,,,,,,,,
CounterTerrorist,4,20,False,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,20,True,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,20,True,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,20,True,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,20,True,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,20,True,de_inferno,0,,,,,,,,,,,,,,
CounterTerrorist,4,21,False,de_inferno,1,,,,,,,,,,,,,,
CounterTerrorist,4,21,False,de_inferno,0,,,,,,,,,,,,,,
CounterTerrorist,4,21,False,de_inferno,3,,,,,,,,,,,,,,
CounterTerrorist,4,21,False,de_inferno,0,,,,,,,,,,,,,,
CounterTerrorist,4,21,False,de_inferno,1,,,,,,,,,,,,,,
Terrorist,4,21,True,de_inferno,1,,,,,,,,,,,,,,
Terrorist,4,21,True,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,21,True,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,21,True,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,21,True,de_inferno,0,,,,,,,,,,,,,,
CounterTerrorist,4,22,False,de_inferno,2,,,,,,,,,,,,,,
CounterTerrorist,4,22,False,de_inferno,2,,,,,,,,,,,,,,
CounterTerrorist,4,22,False,de_inferno,1,,,,,,,,,,,,,,
CounterTerrorist,4,22,False,de_inferno,0,,,,,,,,,,,,,,
CounterTerrorist,4,22,False,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,22,True,de_inferno,2,,,,,,,,,,,,,,
Terrorist,4,22,True,de_inferno,1,,,,,,,,,,,,,,
Terrorist,4,22,True,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,22,True,de_inferno,1,,,,,,,,,,,,,,
Terrorist,4,22,True,de_inferno,0,,,,,,,,,,,,,,
CounterTerrorist,4,23,True,de_inferno,0,,,,,,,,,,,,,,
CounterTerrorist,4,23,True,de_inferno,0,,,,,,,,,,,,,,
CounterTerrorist,4,23,True,de_inferno,1,,,,,,,,,,,,,,
CounterTerrorist,4,23,True,de_inferno,1,,,,,,,,,,,,,,
CounterTerrorist,4,23,True,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,23,False,de_inferno,2,,,,,,,,,,,,,,
Terrorist,4,23,False,de_inferno,0,,,,,,,,,,,,,,
Terrorist,4,23,False,de_inferno,2,,,,,,,,,,,,,,
Terrorist,4,23,False,de_inferno,1,,,,,,,,,,,,,,
Terrorist,4,23,False,de_inferno,0,,,,,,,,,,,,,,
Terrorist,6,1,True,de_nuke,2,,,,,,,,,,,,,,
Terrorist,6,1,True,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,1,True,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,1,True,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,1,True,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,1,False,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,1,False,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,1,False,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,1,False,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,1,False,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,2,True,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,2,True,de_nuke,1,,,,,,,,,,,,,,
Terrorist,6,2,True,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,2,True,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,2,True,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,2,False,de_nuke,3,,,,,,,,,,,,,,
CounterTerrorist,6,2,False,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,2,False,de_nuke,1,,,,,,,,,,,,,,
CounterTerrorist,6,2,False,de_nuke,1,,,,,,,,,,,,,,
CounterTerrorist,6,2,False,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,3,True,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,3,True,de_nuke,3,,,,,,,,,,,,,,
Terrorist,6,3,True,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,3,True,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,3,True,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,3,False,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,3,False,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,3,False,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,3,False,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,3,False,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,4,False,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,4,False,de_nuke,4,,,,,,,,,,,,,,
Terrorist,6,4,False,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,4,False,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,4,False,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,4,True,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,4,True,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,4,True,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,4,True,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,4,True,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,5,False,de_nuke,4,,,,,,,,,,,,,,
Terrorist,6,5,False,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,5,False,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,5,False,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,5,False,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,5,True,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,5,True,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,5,True,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,5,True,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,5,True,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,6,True,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,6,True,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,6,True,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,6,True,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,6,True,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,6,False,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,6,False,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,6,False,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,6,False,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,6,False,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,7,True,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,7,True,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,7,True,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,7,True,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,7,True,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,7,False,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,7,False,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,7,False,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,7,False,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,7,False,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,8,True,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,8,True,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,8,True,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,8,True,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,8,True,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,8,False,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,8,False,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,8,False,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,8,False,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,8,False,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,9,True,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,9,True,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,9,True,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,9,True,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,9,True,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,9,False,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,9,False,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,9,False,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,9,False,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,9,False,de_nuke,1,,,,,,,,,,,,,,
Terrorist,6,10,True,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,10,True,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,10,True,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,10,True,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,10,True,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,10,False,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,10,False,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,10,False,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,10,False,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,10,False,de_nuke,1,,,,,,,,,,,,,,
Terrorist,6,11,True,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,11,True,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,11,True,de_nuke,0,,,,,,,,,,,,,,
Terrorist,6,11,True,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,11,True,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,11,False,de_nuke,0,,,,,,,,,,,,,,
CounterTerrorist,6,11,False,de_nuke,1,,,,,,,,,,,,,,
CounterTerrorist,6,11,False,de_nuke,0,,,,,,,,,,,,,,
